0,9781245562344
1,9788123124131
2,9788123433531
3,9788124453223
4,9788232452222
5,9788242141213
6,9788242345432
7,9788243214531
8,9788243234546
9,9788243234562
10,9788243243566
11,9788243245621
12,9788243324531
13,9788243432345
14,9788243433531
15,9788245335872
16,9788342553531
17,9788345645731
18,9788423454331
19,9788523645731
20,9788674345731
21,9788804325645
22,9788804612331
23,9788804612841
24,9788804637493
25,9788804645731
26,9788804662648
27,9788804664994
28,9788804665298
29,9788804666851
30,9788804666905
31,9788804667001
32,9788804668169
33,9788804668237
34,9788804670520
35,9788804671619
36,9788804676379
37,9788804679387
38,9788804688846
39,9788804707035
40,9788804710318
41,9788804717638
42,9788804721871
43,9788804726685
44,9788804727880
45,9788804730422
46,9788806219222
47,9788806219369
48,9788806237530
49,9788806240363
50,9788806242442
51,9788807883774
52,9788807884894
53,9788807900716
54,9788807923333
55,9788811149590
56,9788811604938
57,9788811608776
58,9788811609537
59,9788811671572
60,9788811682363
61,9788811682691
62,9788811689089
63,9788811812142
64,9788817106825
65,9788817149228
66,9788820067748
67,9788820068288
68,9788822345623
69,9788822719713
70,9788823521216
71,9788830100824
72,9788830104716
73,9788830454002
74,9788831003384
75,9788834738887
76,9788834738955
77,9788834739679
78,9788838929106
79,9788842819813
80,9788845268342
81,9788845272400
82,9788845293894
83,9788845296499
84,9788845298752
85,9788845932984
86,9788850254811
87,9788851180751
88,9788856634631
89,9788856656572
90,9788856674347
91,9788857016610
92,9788858027561
93,9788864200243
94,9788864200330
95,9788864200343
96,9788864200415
97,9788864200439
98,9788864678415
99,9788865932773
100,9788867224012
101,9788867224555
102,9788867224937
103,9788867225088
104,9788868360818
105,9788868365622
106,9788869662584
107,9788874526758
108,9788880334392
109,9788881232342
110,9788891282124
111,9788891286324
112,9788891286840
113,9788893517140
114,9788893814515
115,9788893814522
116,9788893814539
117,9788893814546
118,9788893814553
119,9788893814560
120,9788898947577
